"","V2","V4","V3","V3.1","V2.1","V5","V1","V5.1","V5.2","V3.2","V1.1","V4.1","V4.2","V4.3","V5.3","V2.2","V2.3","V3.3","V1.2","V1.3","V2.4","V3.4","V1.4","V1.5","V1.6","V4.4","V5.4","V4.5","V4.6","V5.5","V5.6"
"1",4.5859649122807,1,4.60897435897436,2.55339805825243,3.91280653950954,2.25757575757576,20.5833333333333,1.29237288135593,1.35909090909091,2.77934272300469,2.24547511312217,2.19626168224299,2.4,1.72314049586777,3.52054794520548,3.79605263157895,1.89417989417989,4.36936936936937,2.13300492610837,2.925,1.79264214046823,1.11742424242424,5.05825242718447,1.28571428571429,2.80225988700565,3.18292682926829,2.1638418079096,2.33333333333333,3.71300448430493,1.2122905027933,2.42541436464088
