"","V3","V1","V2","V4","V3.1","V3.2","V3.3","V3.4","V3.5","V1.1","V3.6","V3.7","V2.1","V3.8","V3.9","V3.10","V3.11","V2.2","V3.12","V4.1","V3.13","V5","V5.1","V2.3","V5.2","V3.14","V2.4","V3.15","V3.16","V3.17","V3.18"
"1",1.93877551020408,1.1875,1.67741935483871,1.00651465798046,1.29225352112676,1.88571428571429,1.09090909090909,2.01709401709402,1.78861788617886,2.24210526315789,2.77115987460815,2.81578947368421,1.06837606837607,3.55882352941176,1.04285714285714,1.38181818181818,2.58904109589041,1.07766990291262,1.65040650406504,1.13475177304965,2.06206896551724,2.0625,1.45070422535211,1.4,2.10714285714286,2.48484848484848,1.18,1.85779816513761,2.18627450980392,1.36641221374046,1.38167938931298
